,Entry,Gene Names_x,Entry Name,Protein names,Organism,Mass
7270,G2QIV3,MYCTH_88807,G2QIV3_THET4,NADP-dependent dehydrogenase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25730
7271,G2QIV4,MYCTH_84164,G2QIV4_THET4,Sugar transporter-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),61377
7272,G2QIV5,MYCTH_2128653,G2QIV5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10479
7273,G2QIV6,MYCTH_2307998,G2QIV6_THET4,Protein rds1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41156
7274,G2QIV7,MYCTH_2040301,G2QIV7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8315
7275,G2QIV8,MYCTH_2128656,G2QIV8_THET4,DUF1996 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37621
7276,G2QIV9,MYCTH_2308000,G2QIV9_THET4,Beta-lactamase-related domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),12609
7277,G2QIW0,MYCTH_2128658,G2QIW0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),47753
7278,G2QIW1,MYCTH_2308003,G2QIW1_THET4,NmrA-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33359
7279,G2QIW2,MYCTH_2308004,G2QIW2_THET4,Charged multivesicular body protein 5,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),24005
7280,G2QIW3,MYCTH_2308005,G2QIW3_THET4,F-box domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),114500
7281,G2QIW4,MYCTH_2144606,G2QIW4_THET4,DH domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),112698
7282,G2QIW6,MYCTH_2308011,G2QIW6_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),139472
7283,G2QIW7,MYCTH_2308014,G2QIW7_THET4,Mid2 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),56094
7284,G2QIW9,MYCTH_53945,G2QIW9_THET4,Terpene synthase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25999
7285,G2QIX0,MYCTH_2308015,G2QIX0_THET4,CHK kinase-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40813
7286,G2QIX1,MYCTH_2308016,G2QIX1_THET4,Integral membrane protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43450
7287,G2QIX2,MYCTH_2026083,G2QIX2_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8400
7288,G2QIX3,MYCTH_96234,G2QIX3_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55054
7289,G2QIX5,MYCTH_2309585,G2QIX5_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14430
7290,G2QIX6,MYCTH_2309586,G2QIX6_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37968
7291,G2QIX7,MYCTH_2112475,G2QIX7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34659
7292,G2QIX8,MYCTH_2309587,G2QIX8_THET4,DUF1857-domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20340
7293,G2QIY0,MYCTH_2129497,G2QIY0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21701
7294,G2QIY1,MYCTH_2309591,G2QIY1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6020
7295,G2QIY3,MYCTH_2309596,G2QIY3_THET4,FAD-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),51357
7296,G2QIY5,MYCTH_2309599,G2QIY5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),61853
7297,G2QIY6,MYCTH_2309600,G2QIY6_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),71623
7298,G2QIY7,MYCTH_2112484,G2QIY7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),64536
7299,G2QIY8,MYCTH_55985,G2QIY8_THET4,Biotrophy-associated secreted protein 2,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),9932
7300,G2QIY9,MYCTH_2120439,G2QIY9_THET4,Aminoglycoside phosphotransferase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35667
7301,G2QIZ0,MYCTH_70142,G2QIZ0_THET4,RTA1 like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35062
7302,G2QIZ1,MYCTH_2120441,G2QIZ1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33596
7303,G2QIZ2,MYCTH_2129511,G2QIZ2_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7767
7304,G2QIZ3,MYCTH_103080,G2QIZ3_THET4,Dihydrodipicolinate synthetase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35877
7305,G2QIZ4,MYCTH_2309609,G2QIZ4_THET4,Protein kinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),30050
7306,G2QIZ5,MYCTH_2129515,G2QIZ5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6488
7307,G2QIZ6,MYCTH_56173,G2QIZ6_THET4,Emopamil-binding protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26881
7308,G2QIZ7,MYCTH_2309615,G2QIZ7_THET4,Isochorismatase-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20956
7309,G2QIZ8,MYCTH_2309616,G2QIZ8_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),30827
7310,G2QIZ9,MYCTH_2316107,G2QIZ9_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15808
7311,G2QJ00,MYCTH_54533,G2QJ00_THET4,DUF1996 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36688
7312,G2QJ01,MYCTH_2112496,G2QJ01_THET4,Cytochrome P450-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26780
7313,G2QJ04,MYCTH_2309620,G2QJ04_THET4,"Altered inheritance of mitochondria protein 24, mitochondrial",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42447
7314,G2QJ05,MYCTH_103070,G2QJ05_THET4,Chitin-binding domain protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),30589
7315,G2QJ06,MYCTH_2309623,G2QJ06_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6984
7316,G2QJ07,MYCTH_2309624,G2QJ07_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17442
7317,G2QJ08,MYCTH_2309625,G2QJ08_THET4,Fungal-type protein kinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28145
7318,G2QJ09,MYCTH_2066192,G2QJ09_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10923
7319,G2QJ10,MYCTH_2309629,G2QJ10_THET4,Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),63503
7320,G2QJ11,MYCTH_2112504,G2QJ11_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),50726
7321,G2QJ13,MYCTH_2129532,G2QJ13_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),11563
7322,G2QJ14,MYCTH_2309630,G2QJ14_THET4,C2 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),51335
7323,G2QJ16,MYCTH_2309636,G2QJ16_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),69386
7324,G2QJ17,MYCTH_2309637,G2QJ17_THET4,AB hydrolase-1 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33952
7325,G2QJ18,MYCTH_54987,G2QJ18_THET4,Serine hydrolase FSH domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),30983
7326,G2QJ19,MYCTH_103061,G2QJ19_THET4,Polyketide synthase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),239467
7327,G2QJ20,MYCTH_2309641,G2QJ20_THET4,Oxidoreductase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),69494
7328,G2QJ21,MYCTH_2309644,G2QJ21_THET4,4Fe-4S ferredoxin-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25294
7329,G2QJ22,MYCTH_2316112,G2QJ22_THET4,Acyl carrier protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15350
7330,G2QJ23,MYCTH_2309647,G2QJ23_THET4,C3H1-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),65252
7331,G2QJ24,MYCTH_10713,G2QJ24_THET4,Glycosyltransferase family 2 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),65016
7332,G2QJ25,MYCTH_2309651,G2QJ25_THET4,Glycosyltransferase family 31 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55520
7333,G2QJ26,MYCTH_54058,G2QJ26_THET4,Glycoside hydrolase family 93 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45884
7334,G2QJ28,MYCTH_2128682,G2QJ28_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22411
7335,G2QJ29,MYCTH_2308030,G2QJ29_THET4,Glycoside hydrolase family 94 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),89654
7336,G2QJ30,MYCTH_2067066,G2QJ30_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8145
7337,G2QJ32,MYCTH_2308034,G2QJ32_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),368211
7338,G2QJ33,MYCTH_2308036,G2QJ33_THET4,Carboxylic ester hydrolase (EC 3.1.1.-),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26202
7339,G2QJ34,MYCTH_112329,G2QJ34_THET4,C-5 sterol desaturase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38578
7340,G2QJ35,MYCTH_103702,G2QJ35_THET4,Aldose epimerase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41426
7341,G2QJ36,MYCTH_2308049,G2QJ36_THET4,Glycosyltransferase family 34 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),69712
7342,G2QJ37,MYCTH_2031317,G2QJ37_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6032
7343,G2QJ41,MYCTH_2308065,G2QJ41_THET4,Glycosyltransferase family 4 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78225
7344,G2QJ44,MYCTH_55132,G2QJ44_THET4,Polyketide synthase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),260841
7345,G2QJ45,MYCTH_108836,G2QJ45_THET4,Oxidoreductase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),70334
7346,G2QJ46,MYCTH_2067358,G2QJ46_THET4,Glycoside hydrolase family 18 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43968
7347,G2QJ47,MYCTH_2308076,G2QJ47_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20336
7348,G2QJ48,MYCTH_2308077,G2QJ48_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21844
7349,G2QJ49,MYCTH_2308079,G2QJ49_THET4,Serine protease,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43743
7350,G2QJ50,MYCTH_2067632,G2QJ50_THET4,SGNH/GDSL hydrolase family protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21221
7351,G2QJ51,MYCTH_2308084,G2QJ51_THET4,Zn(2)-C6 fungal-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),53834
7352,G2QJ52,MYCTH_2308086,G2QJ52_THET4,Secreted protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7877
7353,G2QJ55,MYCTH_2308094,G2QJ55_THET4,Protein kinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35650
7354,G2QJ56,MYCTH_2128713,G2QJ56_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23715
7355,G2QJ57,MYCTH_2037479,G2QJ57_THET4,Homeodomain-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14602
7356,G2QJ58,MYCTH_96206,G2QJ58_THET4,Polyketide synthase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),241732
7357,G2QJ59,MYCTH_2018746,G2QJ59_THET4,Carrier domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),115696
7358,G2QJ60,MYCTH_2119794,G2QJ60_THET4,FAD-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),75197
7359,G2QJ62,MYCTH_54712,G2QJ62_THET4,Alpha/beta hydrolase fold-3 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34950
7360,G2QJ63,MYCTH_2308099,G2QJ63_THET4,NAD(P)-binding protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),29423
7361,G2QJ64,MYCTH_2308101,G2QJ64_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8730
7362,G2QJ65,MYCTH_2308103,G2QJ65_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48258
7363,G2QJ66,MYCTH_2119798,G2QJ66_THET4,Protein kinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22891
7364,G2QJ67,MYCTH_2308106,G2QJ67_THET4,CENP-V/GFA domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17416
7365,G2QJ68,MYCTH_2111801,G2QJ68_THET4,SnoaL-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),18632
7366,G2QJ69,MYCTH_2128726,G2QJ69_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),39569
7367,G2QJ70,MYCTH_2111803,G2QJ70_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41397
7368,G2QJ71,MYCTH_2308108,G2QJ71_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),57847
7369,G2QJ73,MYCTH_2066488,G2QJ73_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),220318
7370,G2QJ74,MYCTH_2068129,G2QJ74_THET4,DUF2235 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),77508
7371,G2QJ75,MYCTH_2094824,G2QJ75_THET4,Linoleate diol synthase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),117359
7372,G2QJ76,MYCTH_2308115,G2QJ76_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),11817
7373,G2QJ77,MYCTH_2308116,G2QJ77_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),111255
7374,G2QJ78,MYCTH_2308117,G2QJ78_THET4,Heterokaryon incompatibility domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),71520
7375,G2QJ79,MYCTH_26583,G2QJ79_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19396
7376,G2QJ80,MYCTH_2120482,G2QJ80_THET4,Cupin type-1 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37875
7377,G2QJ81,MYCTH_112051,G2QJ81_THET4,Cytochrome P450-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),51151
7378,G2QJ82,MYCTH_2309656,G2QJ82_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10254
7379,G2QJ83,MYCTH_2129548,G2QJ83_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55001
7380,G2QJ84,MYCTH_2309658,G2QJ84_THET4,Carrier domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),118327
7381,G2QJ85,MYCTH_2309660,G2QJ85_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),17453
7382,G2QJ86,MYCTH_83083,G2QJ86_THET4,DUF423-domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15686
7383,G2QJ87,MYCTH_2309663,G2QJ87_THET4,UBZ4-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20308
7384,G2QJ88,MYCTH_2129554,G2QJ88_THET4,Integral membrane protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35957
7385,G2QJ89,MYCTH_95473,G2QJ89_THET4,Cytochrome P450-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),56249
7386,G2QJ90,MYCTH_2309668,G2QJ90_THET4,Zn(2)-C6 fungal-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49664
7387,G2QJ93,MYCTH_2120489,G2QJ93_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19364
7388,G2QJ94,MYCTH_2066457,G2QJ94_THET4,Carbohydrate esterase family 5 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31868
7389,G2QJ95,MYCTH_2120491,G2QJ95_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),49894
7390,G2QJ96,MYCTH_116629,G2QJ96_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43988
7391,G2QJ97,MYCTH_2309686,G2QJ97_THET4,Phosphoketolase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),94061
7392,G2QJ98,MYCTH_2135030,G2QJ98_THET4,Integral membrane protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37872
7393,G2QJ99,MYCTH_2308118,G2QJ99_THET4,CHK kinase-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41729
7394,G2QJA0,MYCTH_2308119,G2QJA0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26294
7395,G2QJA1,MYCTH_103671,G2QJA1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78253
7396,G2QJA3,MYCTH_96182,G2QJA3_THET4,SET domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32552
7397,G2QJA4,MYCTH_54995,G2QJA4_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8434
7398,G2QJA5,MYCTH_2067028,G2QJA5_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7254
7399,G2QJA6,MYCTH_2308122,G2QJA6_THET4,Tetratricopeptide repeat protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8720
7400,G2QJA7,MYCTH_71204,G2QJA7_THET4,Polysaccharide lyase family 1 protein (EC 4.2.2.2),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36740
7401,G2QJA8,MYCTH_2111820,G2QJA8_THET4,Hypervirulence associated protein TUDOR domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),11653
7402,G2QJA9,MYCTH_2308126,G2QJA9_THET4,Protein kinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31658
7403,G2QJB0,MYCTH_2308128,G2QJB0_THET4,YqaJ viral recombinase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),29602
7404,G2QJB1,MYCTH_2023929,G2QJB1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15406
7405,G2QJB2,MYCTH_2308129,G2QJB2_THET4,"3'(2'),5'-bisphosphate nucleotidase",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),53597
7406,G2QJB3,MYCTH_2135036,G2QJB3_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),110809
